Timestamp (UTC)	Timestamp (ms)	HR	RR	Body temperature	Battery
2016-11-09 19:35:48.386	1478720148386	122.0	436.0	35.0	83.0
2016-11-09 19:35:49.333	1478720149333	127.0	882.0	35.0	83.0
2016-11-09 19:35:50.338	1478720150338	127.0	308.0	35.0	83.0
2016-11-09 19:35:51.352	1478720151352	127.0	446.0	35.0	83.0
2016-11-09 19:35:52.325	1478720152325	127.0	424.0	35.0	83.0
2016-11-09 19:35:53.334	1478720153334	135.0	446.0	35.0	83.0
2016-11-09 19:35:54.364	1478720154364	135.0	514.0	35.0	83.0
2016-11-09 19:35:55.345	1478720155345	134.0	274.0	35.0	83.0
2016-11-09 19:35:56.36	1478720156360	134.0	342.0	35.0	83.0
2016-11-09 19:35:57.363	1478720157363	172.0	456.0	35.0	83.0
2016-11-09 19:35:58.358	1478720158358	172.0	462.0	35.0	83.0
2016-11-09 19:35:59.35	1478720159350	153.0	894.0	35.0	83.0
2016-11-09 19:36:00.36	1478720160360	153.0	454.0	35.0	83.0
2016-11-09 19:36:01.366	1478720161366	119.0	474.0	35.0	83.0
2016-11-09 19:36:02.37	1478720162370	119.0	446.0	35.0	83.0
2016-11-09 19:36:03.361	1478720163361	131.0	450.0	35.0	83.0
2016-11-09 19:36:04.38	1478720164380	131.0	464.0	35.0	83.0
2016-11-09 19:36:05.371	1478720165371	151.0	288.0	35.0	83.0
2016-11-09 19:36:06.387	1478720166387	151.0	454.0	35.0	83.0
2016-11-09 19:36:07.381	1478720167381	147.0	446.0	35.0	83.0
2016-11-09 19:36:08.378	1478720168378	147.0	396.0	35.0	83.0
2016-11-09 19:36:09.38	1478720169380	134.0	450.0	35.0	83.0
2016-11-09 19:36:10.379	1478720170379	134.0	464.0	35.0	83.0
2016-11-09 19:36:11.375	1478720171375	134.0	444.0	35.0	83.0
2016-11-09 19:36:12.375	1478720172375	134.0	476.0	35.0	83.0
2016-11-09 19:36:13.395	1478720173395	134.0	458.0	35.0	83.0
2016-11-09 19:36:14.396	1478720174396	134.0	450.0	35.0	83.0
2016-11-09 19:36:15.385	1478720175385	136.0	462.0	35.0	83.0
2016-11-09 19:36:16.403	1478720176403	136.0	448.0	35.0	83.0
2016-11-09 19:36:17.391	1478720177391	154.0	248.0	35.0	83.0
2016-11-09 19:36:18.389	1478720178389	154.0	448.0	35.0	83.0
2016-11-09 19:36:19.391	1478720179391	155.0	404.0	35.0	83.0
2016-11-09 19:36:20.401	1478720180401	155.0	434.0	35.0	83.0
2016-11-09 19:36:21.415	1478720181415	118.0	406.0	35.0	83.0
2016-11-09 19:36:22.415	1478720182415	118.0	626.0	35.0	83.0
2016-11-09 19:36:23.41	1478720183410	149.0	446.0	35.0	83.0
2016-11-09 19:36:24.401	1478720184401	149.0	462.0	35.0	83.0
2016-11-09 19:36:25.409	1478720185409	130.0	516.0	35.0	83.0
2016-11-09 19:36:26.408	1478720186408	130.0	322.0	35.0	83.0
2016-11-09 19:36:27.41	1478720187410	133.0	460.0	35.0	83.0
2016-11-09 19:36:28.421	1478720188421	133.0	520.0	35.0	83.0
2016-11-09 19:36:29.421	1478720189421	120.0	318.0	35.0	83.0
2016-11-09 19:36:30.43	1478720190430	120.0	948.0	35.0	83.0
2016-11-09 19:36:31.422	1478720191422	123.0	426.0	35.0	83.0
2016-11-09 19:36:32.432	1478720192432	123.0	336.0	35.0	83.0
2016-11-09 19:36:33.416	1478720193416	133.0	336.0	35.25641	83.0
2016-11-09 19:36:34.423	1478720194423	133.0	378.0	35.25641	83.0
2016-11-09 19:36:35.423	1478720195423	157.0	286.0	35.25641	83.0
2016-11-09 19:36:36.422	1478720196422	157.0	930.0	35.25641	83.0
2016-11-09 19:36:37.46	1478720197460	137.0	488.0	35.25641	83.0
2016-11-09 19:36:38.428	1478720198428	137.0	488.0	35.25641	83.0
2016-11-09 19:36:39.909	1478720199909	99.0	408.0	35.25641	83.0
2016-11-09 19:36:40.904	1478720200904	99.0	492.0	35.25641	83.0
2016-11-09 19:36:41.544	1478720201544	126.0	550.0	35.25641	83.0
2016-11-09 19:36:42.445	1478720202445	126.0	482.0	35.25641	83.0
2016-11-09 19:36:43.456	1478720203456	116.0	510.0	35.25641	83.0
2016-11-09 19:36:44.441	1478720204441	116.0	498.0	35.25641	83.0
2016-11-09 19:36:45.443	1478720205443	121.0	466.0	35.25641	83.0
2016-11-09 19:36:46.462	1478720206462	121.0	504.0	35.25641	83.0
2016-11-09 19:36:47.455	1478720207455	111.0	480.0	35.25641	83.0
2016-11-09 19:36:48.46	1478720208460	111.0	494.0	35.25641	83.0
2016-11-09 19:36:49.475	1478720209475	122.0	496.0	35.25641	83.0
2016-11-09 19:36:50.449	1478720210449	122.0	456.0	35.25641	83.0
2016-11-09 19:36:51.469	1478720211469	120.0	528.0	35.25641	83.0
2016-11-09 19:36:52.457	1478720212457	120.0	520.0	35.25641	83.0
2016-11-09 19:36:53.472	1478720213472	115.0	512.0	35.25641	83.0
2016-11-09 19:36:54.49	1478720214490	115.0	526.0	35.25641	83.0
2016-11-09 19:36:55.469	1478720215469	115.0	522.0	35.25641	83.0
2016-11-09 19:36:56.465	1478720216465	115.0	282.0	35.25641	83.0
2016-11-09 19:36:57.469	1478720217469	134.0	516.0	35.25641	83.0
